"draw","parameter","value"
485,"cu",0.0019732
485,"rm",67.6569
485,"d1",0.179647
485,"du",110.411
485,"rvm",96.4666
485,"fd0",0.0209998
485,"fv0",0.855216
485,"gamma1",2.3364
485,"gammad",5.47285
485,"gammav",2.65147
485,"kb",1.75847
485,"kc",2.30138
485,"kd",0.472756
485,"kv",2.7227
485,"phi0",0.624134
485,"phi1",0.0009508
485,"theta0",0.0664047
485,"theta1",0.0001124
485,"ub",6.47938
485,"uc",9.08668
485,"uv",54.3436
485,"ud",7.63511
486,"ib0",51.11156
486,"ic0",28.5712
486,"id0",1.039445
486,"iv0",2.769953
486,"pcm",0.724652
486,"pvm",0.186795
486,"ad",8378.35
486,"av",2445
486,"b0",0.822227
486,"cd",0.129605
486,"cu",0.0045149
486,"rm",68.8678
486,"d1",0.209672
486,"du",119.583
486,"rvm",82.5802
486,"fd0",0.0179492
486,"fv0",0.455087
486,"gamma1",2.58807
486,"gammad",5.12411
486,"gammav",2.81322
486,"kb",2.04462
486,"kc",2.2543
486,"kd",0.441976
486,"kv",2.32783
486,"phi0",0.691863
486,"phi1",0.0005097
486,"theta0",0.0610925
486,"theta1",7.55e-05
486,"ub",11.2668
486,"uc",3.27905
486,"uv",9.17381
486,"ud",7.29596
487,"ib0",37.30733
487,"ic0",27.17651
487,"id0",1.015683
487,"iv0",0.8513203
487,"pcm",0.762829
487,"pvm",0.202743
487,"ad",7620.11
487,"av",4153.85
487,"b0",0.872569
487,"cd",0.0617523
487,"cu",0.0040624
487,"rm",71.5743
487,"d1",0.149963
487,"du",93.2242
487,"rvm",85.8803
487,"fd0",0.0236031
487,"fv0",0.0730783
487,"gamma1",1.98341
487,"gammad",4.83766
487,"gammav",1.87933
487,"kb",2.30652
487,"kc",2.66786
487,"kd",0.297516
487,"kv",1.96929
487,"phi0",0.747588
487,"phi1",0.0013659
487,"theta0",0.103252
487,"theta1",3.6e-05
487,"ub",6.68696
487,"uc",3.14819
487,"uv",8.23717
487,"ud",3.54066
488,"ib0",32.67272
488,"ic0",20.00323
488,"id0",1.416824
488,"iv0",0.9573332
488,"pcm",0.847305
488,"pvm",0.314528
488,"ad",8932.22
488,"av",2473.5
488,"b0",0.675651
488,"cd",0.0567579
488,"cu",0.0054545
488,"rm",66.8993
488,"d1",0.211486
488,"du",124.284
488,"rvm",69.4863
488,"fd0",0.001386
488,"fv0",0.0615717
488,"gamma1",1.58099
488,"gammad",4.39934
488,"gammav",2.54642
488,"kb",2.11248
488,"kc",2.29394
488,"kd",0.525892
488,"kv",1.66547
488,"phi0",0.756991
488,"phi1",0.0014732
488,"theta0",0.0458292
488,"theta1",7.3e-05
488,"ub",6.88734
488,"uc",9.24254
488,"uv",8.77158
488,"ud",7.07437
489,"ib0",43.48096
489,"ic0",23.21298
489,"id0",0.7979997
489,"iv0",0.6518821
489,"pcm",0.692063
489,"pvm",0.321791
489,"ad",7993.63
489,"av",2419.87
489,"b0",0.645241
489,"cd",0.0855154
489,"cu",0.0098705
489,"rm",69.8574
489,"d1",0.115135
489,"du",117.305
489,"rvm",67.0287
489,"fd0",0.0129005
489,"fv0",0.06645
489,"gamma1",6.87334
489,"gammad",3.99314
489,"gammav",2.47704
489,"kb",2.64653
489,"kc",2.47376
489,"kd",0.30286
489,"kv",1.81656
489,"phi0",0.60151
489,"phi1",0.000161
489,"theta0",0.0577519
489,"theta1",0.0001537
489,"ub",5.28598
489,"uc",4.57409
489,"uv",50.1005
489,"ud",7.29666
490,"ib0",26.53605
490,"ic0",23.0724
490,"id0",1.754213
490,"iv0",1.014005
490,"pcm",0.844464
490,"pvm",0.202208
490,"ad",8697.66
490,"av",2156.97
490,"b0",0.769072
490,"cd",0.192724
490,"cu",0.0124684
490,"rm",65.4433
490,"d1",0.210842
490,"du",99.67
490,"rvm",92.6935
490,"fd0",0.0146019
490,"fv0",0.0924356
490,"gamma1",11.0434
490,"gammad",5.11848
490,"gammav",3.05372
490,"kb",1.78271
490,"kc",2.54743
490,"kd",0.611821
490,"kv",1.70313
490,"phi0",0.778477
490,"phi1",0.0013251
490,"theta0",0.0618859
490,"theta1",0.0001107
490,"ub",8.77886
490,"uc",4.48354
490,"uv",6.50077
490,"ud",8.50639
491,"ib0",33.81158
491,"ic0",17.85222
491,"id0",0.0930995
491,"iv0",1.313414
491,"pcm",0.870862
491,"pvm",0.246948
491,"ad",9104.63
491,"av",3100.23
491,"b0",0.676128
491,"cd",0.0457556
491,"cu",0.0101996
491,"rm",63.4658
491,"d1",0.182274
491,"du",110.801
491,"rvm",82.1072
491,"fd0",0.0037484
491,"fv0",0.264419
491,"gamma1",1.05464
491,"gammad",4.24707
491,"gammav",2.10857
491,"kb",2.2936
491,"kc",2.28241
491,"kd",0.325119
491,"kv",2.29244
491,"phi0",0.842035
491,"phi1",0.0004474
491,"theta0",0.0814881
491,"theta1",0.0001569
491,"ub",5.51649
491,"uc",7.8675
491,"uv",48.4921
491,"ud",7.71229
492,"ib0",52.30396
492,"ic0",21.11145
492,"id0",1.419446
492,"iv0",1.462695
492,"pcm",0.69863
492,"pvm",0.136787
492,"ad",8000.62
492,"av",2066.22
492,"b0",0.72866
492,"cd",0.0586044
492,"cu",0.0049198
492,"rm",67.8254
492,"d1",0.154596
492,"du",126.657
492,"rvm",96.5483
492,"fd0",0.02463
492,"fv0",0.142483
492,"gamma1",1.83082
492,"gammad",4.96735
492,"gammav",2.94226
492,"kb",1.96449
492,"kc",2.30382
492,"kd",0.376413
492,"kv",2.00188
492,"phi0",0.623667
492,"phi1",0.0003456
492,"theta0",0.0620684
492,"theta1",9.7e-05
492,"ub",8.18787
492,"uc",3.77652
492,"uv",4.62133
492,"ud",13.8445
493,"ib0",25.77935
493,"ic0",19.12918
493,"id0",2.10277
493,"iv0",1.798979
493,"pcm",0.884511
493,"pvm",0.151682
493,"ad",8738.55
493,"av",2764.64
493,"b0",0.64537
493,"cd",0.0905952
493,"cu",0.0026162
493,"rm",64.2857
493,"d1",0.172323
493,"du",106.854
493,"rvm",100.708
493,"fd0",0.0162116
493,"fv0",0.192603
493,"gamma1",1.64254
493,"gammad",5.17886
493,"gammav",2.41554
493,"kb",1.6722
493,"kc",2.43665
493,"kd",0.677654
493,"kv",2.13812
493,"phi0",0.81509
493,"phi1",0.0001365
493,"theta0",0.0602902
493,"theta1",1.24e-05
493,"ub",6.48596
493,"uc",3.80154
493,"uv",3.37921
493,"ud",10.2922
494,"ib0",61.33111
494,"ic0",19.03466
494,"id0",0.492506
494,"iv0",1.262815
494,"pcm",0.747844
494,"pvm",0.241947
494,"ad",7345.86
494,"av",2180.93
494,"b0",0.519047
494,"cd",0.057546
494,"cu",0.005799
494,"rm",73.6725
494,"d1",0.210176
494,"du",116.256
494,"rvm",63.7582
494,"fd0",0.0064523
494,"fv0",0.0805686
494,"gamma1",2.55273
494,"gammad",4.66531
494,"gammav",3.15266
494,"kb",1.47507
494,"kc",2.64482
494,"kd",0.356718
494,"kv",2.15138
494,"phi0",0.605907
494,"phi1",0.0011532
494,"theta0",0.0788362
494,"theta1",0.0003175
494,"ub",6.34738
494,"uc",10.4108
494,"uv",9.73524
494,"ud",10.0666
495,"ib0",38.21702
495,"ic0",16.04951
495,"id0",2.730157
495,"iv0",0.7171187
495,"pcm",0.583948
495,"pvm",0.218953
495,"ad",7703.31
495,"av",3205.19
495,"b0",0.612314
495,"cd",0.0423137
495,"cu",0.0033778
495,"rm",78.7242
495,"d1",0.210598
495,"du",118.947
495,"rvm",79.7457
495,"fd0",0.0131547
495,"fv0",0.27814
495,"gamma1",1.11329
495,"gammad",6.04593
495,"gammav",3.63908
495,"kb",2.31722
495,"kc",2.09819
495,"kd",0.731695
495,"kv",2.37916
495,"phi0",0.680998
495,"phi1",0.0004191
495,"theta0",0.0973493
495,"theta1",0.0001057
495,"ub",5.2509
495,"uc",13.58
495,"uv",68.0779
495,"ud",10.9017
496,"ib0",32.28872
496,"ic0",20.96864
496,"id0",1.8128
496,"iv0",1.389517
496,"pcm",0.702243
496,"pvm",0.164126
496,"ad",8493.4
496,"av",2774.61
496,"b0",0.535748
496,"cd",0.0590281
496,"cu",0.0015554
496,"rm",70.0187
496,"d1",0.175848
496,"du",105.815
496,"rvm",116.852
496,"fd0",0.0079677
496,"fv0",0.0728413
496,"gamma1",0.553469
496,"gammad",4.85701
496,"gammav",3.01555
496,"kb",2.07106
496,"kc",2.46
496,"kd",0.565501
496,"kv",1.91003
496,"phi0",0.936912
496,"phi1",0.0001279
496,"theta0",0.0543092
496,"theta1",0.0001004
496,"ub",10.6601
496,"uc",4.69596
496,"uv",7.33311
496,"ud",13.7041
497,"ib0",19.11032
497,"ic0",22.51228
497,"id0",0.9223947
497,"iv0",1.769095
497,"pcm",0.762291
497,"pvm",0.254287
497,"ad",7784.02
497,"av",2883.98
497,"b0",0.684857
497,"cd",0.060895
497,"cu",0.0020033
497,"rm",76.213
497,"d1",0.233103
497,"du",108.217
497,"rvm",94.2328
497,"fd0",0.0030833
497,"fv0",0.158704
497,"gamma1",1.22401
497,"gammad",4.84708
497,"gammav",1.13688
497,"kb",2.39557
497,"kc",2.61089
497,"kd",0.442942
497,"kv",2.49436
497,"phi0",0.684341
497,"phi1",0.0009857
497,"theta0",0.0381967
497,"theta1",0.0002792
497,"ub",15.725
497,"uc",5.92713
497,"uv",61.6567
497,"ud",15.693
498,"ib0",32.75123
498,"ic0",17.09679
498,"id0",2.291504
498,"iv0",1.010378
498,"pcm",0.735208
498,"pvm",0.152782
498,"ad",8921.1
498,"av",2259.96
498,"b0",0.536405
498,"cd",0.0670951
498,"cu",0.004942
498,"rm",71.7514
498,"d1",0.257295
498,"du",109.724
498,"rvm",89.4104
498,"fd0",0.0038867
498,"fv0",0.122418
498,"gamma1",2.45026
498,"gammad",6.1284
498,"gammav",3.62017
498,"kb",1.73921
498,"kc",2.45299
498,"kd",0.84925
498,"kv",1.96955
498,"phi0",0.699644
498,"phi1",0.0007201
498,"theta0",0.0909907
498,"theta1",0.0001415
498,"ub",14.5752
498,"uc",5.72683
498,"uv",10.6295
498,"ud",10.5555
499,"ib0",20.37309
499,"ic0",17.57806
499,"id0",0.9471402
499,"iv0",2.050066
499,"pcm",0.739578
499,"pvm",0.164222
499,"ad",9032.74
499,"av",2920.7
499,"b0",0.619528
499,"cd",0.0677893
499,"cu",0.0014342
499,"rm",74.6874
499,"d1",0.192241
499,"du",96.6155
499,"rvm",94.7849
499,"fd0",0.0016271
499,"fv0",0.217088
499,"gamma1",1.51779
499,"gammad",4.27766
499,"gammav",3.36793
499,"kb",2.88783
499,"kc",2.5281
499,"kd",0.500627
499,"kv",2.70655
499,"phi0",0.791012
499,"phi1",0.0003011
499,"theta0",0.0589627
499,"theta1",0.0002035
499,"ub",13.5821
499,"uc",8.28441
499,"uv",17.4147
499,"ud",11.948
500,"ib0",31.54262
500,"ic0",32.03087
500,"id0",2.337419
500,"iv0",1.18463
500,"pcm",0.881231
500,"pvm",0.21857
500,"ad",8264.8
500,"av",3019.69
500,"b0",0.7659
500,"cd",0.0624087
500,"cu",0.0135978
500,"rm",64.3227
500,"d1",0.228033
500,"du",94.0729
500,"rvm",107.959
500,"fd0",0.0022224
500,"fv0",0.0768727
500,"gamma1",8.69317
500,"gammad",5.54661
500,"gammav",1.97641
500,"kb",2.48707
500,"kc",2.66398
500,"kd",0.56945
500,"kv",2.07751
500,"phi0",0.633236
500,"phi1",0.0008977
500,"theta0",0.0525474
500,"theta1",0.0001077
500,"ub",10.1805
500,"uc",2.71057
500,"uv",20.5842
500,"ud",14.4666
501,"ib0",38.57249
501,"ic0",23.36193
501,"id0",3.92261
501,"iv0",2.787294
501,"pcm",0.772212
501,"pvm",0.136887
501,"ad",8496.86
501,"av",1904.12
501,"b0",0.647564
501,"cd",0.0742498
501,"cu",0.0021153
501,"rm",68.9142
501,"d1",0.178473
501,"du",113.902
501,"rvm",82.4353
501,"fd0",0.0117486
501,"fv0",0.354181
501,"gamma1",1.77524
501,"gammad",5.59903
501,"gammav",0.893307
501,"kb",2.27247
501,"kc",2.26308
501,"kd",0.72221
501,"kv",2.72426
501,"phi0",0.520503
501,"phi1",0.0004443
501,"theta0",0.0516933
501,"theta1",0.0002727
501,"ub",8.75612
501,"uc",5.02243
501,"uv",9.83535
501,"ud",10.7777
502,"ib0",47.52412
502,"ic0",20.5813
502,"id0",2.227044
502,"iv0",1.306618
502,"pcm",0.697396
502,"pvm",0.135202
502,"ad",8193.91
502,"av",2173.67
502,"b0",0.701471
502,"cd",0.0968889
502,"cu",0.0113492
502,"rm",70.4294
502,"d1",0.194587
502,"du",111.298
502,"rvm",101.681
502,"fd0",0.0008584
502,"fv0",0.309796
502,"gamma1",2.86866
502,"gammad",4.68487
502,"gammav",2.56656
502,"kb",1.60208
502,"kc",2.34177
502,"kd",0.486745
502,"kv",2.22167
502,"phi0",0.529273
502,"phi1",0.0006702
502,"theta0",0.102686
502,"theta1",9.33e-05
502,"ub",5.74259
502,"uc",4.56148
502,"uv",19.0244
502,"ud",6.47331
503,"ib0",32.54635
503,"ic0",19.73693
503,"id0",5.049203
503,"iv0",1.150624
503,"pcm",0.758772
503,"pvm",0.214581
503,"ad",7576.63
503,"av",1737.31
503,"b0",0.578349
503,"cd",0.0500126
503,"cu",0.0043009
503,"rm",66.6677
503,"d1",0.200132
503,"du",111.735
503,"rvm",69.0483
503,"fd0",0.0058232
503,"fv0",0.161898
503,"gamma1",1.32041
503,"gammad",5.37638
503,"gammav",3.53507
503,"kb",1.70541
503,"kc",2.77332
503,"kd",0.756197
503,"kv",1.94621
503,"phi0",0.759989
503,"phi1",0.0010016
503,"theta0",0.101392
503,"theta1",6.93e-05
503,"ub",9.06523
503,"uc",4.36274
503,"uv",0.680485
503,"ud",5.00373
504,"ib0",19.66331
504,"ic0",26.56421
504,"id0",1.739311
504,"iv0",1.329762
504,"pcm",0.920813
504,"pvm",0.249666
504,"ad",7632.11
504,"av",2796.25
504,"b0",0.758579
504,"cd",0.0348295
504,"cu",0.0059309
504,"rm",70.0997
504,"d1",0.154219
504,"du",81.849
504,"rvm",67.0505
504,"fd0",0.0054362
504,"fv0",0.109105
504,"gamma1",0.330684
504,"gammad",4.3569
504,"gammav",2.99161
504,"kb",2.81977
504,"kc",2.82723
504,"kd",0.387838
504,"kv",1.85869
504,"phi0",0.799938
504,"phi1",0.0008749
504,"theta0",0.0469906
504,"theta1",5e-05
504,"ub",14.6989
504,"uc",5.11673
504,"uv",4.37556
504,"ud",4.41793
505,"ib0",38.92162
505,"ic0",21.7375
505,"id0",6.980607
505,"iv0",0.6514694
505,"pcm",0.849674
505,"pvm",0.265998
505,"ad",7255.91
505,"av",2797.68
505,"b0",0.602337
505,"cd",0.047115
505,"cu",0.001095
505,"rm",65.4869
505,"d1",0.195697
505,"du",119.67
505,"rvm",81.61
505,"fd0",0.0208116
505,"fv0",0.078332
505,"gamma1",1.39145
505,"gammad",6.18957
505,"gammav",3.04618
505,"kb",2.15272
505,"kc",2.55021
505,"kd",0.831586
505,"kv",1.85387
505,"phi0",0.582602
505,"phi1",0.0003438
505,"theta0",0.0536481
505,"theta1",0.0001149
505,"ub",6.68283
505,"uc",7.98099
505,"uv",23.2171
505,"ud",11.3501
506,"ib0",31.29754
506,"ic0",19.41554
506,"id0",2.656413
506,"iv0",1.553421
506,"pcm",0.776566
506,"pvm",0.283471
506,"ad",8404.13
506,"av",2342.55
506,"b0",0.669033
506,"cd",0.0474611
506,"cu",0.0020227
506,"rm",69.7803
506,"d1",0.181899
506,"du",89.3581
506,"rvm",67.4939
506,"fd0",0.0112129
506,"fv0",0.0781077
506,"gamma1",0.780762
506,"gammad",4.30093
506,"gammav",2.84249
506,"kb",2.56736
506,"kc",2.31914
506,"kd",0.53796
506,"kv",1.83672
506,"phi0",0.748062
506,"phi1",0.000601
506,"theta0",0.0562562
506,"theta1",8.13e-05
506,"ub",7.23046
506,"uc",6.09897
506,"uv",4.29584
506,"ud",8.85233
507,"ib0",58.88597
507,"ic0",26.92105
507,"id0",2.02544
507,"iv0",0.8601561
507,"pcm",0.774025
507,"pvm",0.234253
507,"ad",7798.57
507,"av",2620.78
507,"b0",0.670531
507,"cd",0.071058
507,"cu",0.003482
507,"rm",64.599
507,"d1",0.179483
507,"du",101.361
507,"rvm",71.1343
507,"fd0",0.0271913
507,"fv0",0.0591284
507,"gamma1",1.66065
507,"gammad",5.17828
507,"gammav",3.81209
507,"kb",2.3236
507,"kc",2.40932
507,"kd",0.413767
507,"kv",1.52234
507,"phi0",0.668035
507,"phi1",0.0007643
507,"theta0",0.0438572
507,"theta1",4.27e-05
507,"ub",8.5714
507,"uc",2.06413
507,"uv",1.74752
507,"ud",6.88437
508,"ib0",118.2573
508,"ic0",16.69726
508,"id0",1.306381
508,"iv0",1.477132
508,"pcm",0.435777
508,"pvm",0.245025
508,"ad",7311.98
508,"av",2144.19
508,"b0",0.727605
508,"cd",0.0993722
508,"cu",0.0249773
508,"rm",84.7257
508,"d1",0.0665114
508,"du",98.8458
508,"rvm",75.9651
508,"fd0",0.0334019
508,"fv0",0.0920198
508,"gamma1",5.58299
508,"gammad",4.24345
508,"gammav",3.90706
508,"kb",1.28425
508,"kc",2.29744
508,"kd",0.318625
508,"kv",2.01916
508,"phi0",0.707135
508,"phi1",0.001022
508,"theta0",0.0384044
508,"theta1",0.0002953
508,"ub",5.30563
508,"uc",7.30479
508,"uv",23.4048
508,"ud",7.95554
509,"ib0",33.80651
509,"ic0",14.01032
509,"id0",0.4364017
509,"iv0",1.738027
509,"pcm",0.607396
509,"pvm",0.186011
509,"ad",9261.85
509,"av",1234.64
509,"b0",0.543401
509,"cd",0.0566761
509,"cu",0.0151742
509,"rm",78.0934
509,"d1",0.159132
509,"du",109.584
509,"rvm",101.791
509,"fd0",0.0027663
509,"fv0",0.29928
509,"gamma1",3.31237
509,"gammad",4.02462
509,"gammav",1.45508
509,"kb",2.82053
509,"kc",2.36411
509,"kd",0.467877
509,"kv",2.52847
509,"phi0",0.92821
509,"phi1",0.0010422
509,"theta0",0.0855134
509,"theta1",0.0001198
509,"ub",10.1651
509,"uc",6.02218
509,"uv",28.9193
509,"ud",13.7239
510,"ib0",19.61007
510,"ic0",19.6873
510,"id0",1.232588
510,"iv0",1.649632
510,"pcm",0.705238
510,"pvm",0.173845
510,"ad",7516.72
510,"av",2961.24
510,"b0",0.83945
510,"cd",0.116725
510,"cu",0.0127094
510,"rm",75.5671
510,"d1",0.158229
510,"du",93.6602
510,"rvm",90.1753
510,"fd0",0.0042411
510,"fv0",0.144
510,"gamma1",8.36402
510,"gammad",5.14005
510,"gammav",4.35957
510,"kb",2.52301
510,"kc",2.36786
510,"kd",0.329053
510,"kv",2.33705
510,"phi0",0.788863
510,"phi1",0.0010978
510,"theta0",0.0440474
510,"theta1",0.0001282
510,"ub",7.66632
510,"uc",5.20796
510,"uv",18.6662
510,"ud",3.78806
511,"ib0",83.66598
511,"ic0",17.52144
511,"id0",3.471094
511,"iv0",1.086144
511,"pcm",0.717087
511,"pvm",0.219657
511,"ad",8028.46
511,"av",2074.4
511,"b0",0.556981
511,"cd",0.0402704
511,"cu",0.0056626
511,"rm",67.2987
511,"d1",0.228003
511,"du",120.439
511,"rvm",70.5898
511,"fd0",0.0151616
511,"fv0",0.0814498
511,"gamma1",1.16771
511,"gammad",5.83732
511,"gammav",3.1934
511,"kb",1.51202
511,"kc",2.32647
511,"kd",0.61444
511,"kv",1.72865
511,"phi0",0.722668
511,"phi1",0.0014122
511,"theta0",0.0363857
511,"theta1",0.0001241
511,"ub",4.78068
511,"uc",6.59717
511,"uv",7.66124
511,"ud",11.6292
512,"ib0",40.19498
512,"ic0",18.38176
512,"id0",1.344438
512,"iv0",1.018773
512,"pcm",0.671981
512,"pvm",0.278751
512,"ad",8168.07
512,"av",2985.54
512,"b0",0.592134
512,"cd",0.107008
512,"cu",0.0064982
512,"rm",72.4378
512,"d1",0.168486
512,"du",120.239
512,"rvm",55.8114
512,"fd0",0.0074178
512,"fv0",0.0670336
512,"gamma1",3.96775
512,"gammad",5.23628
512,"gammav",2.92827
512,"kb",2.59195
512,"kc",2.08231
512,"kd",0.497981
512,"kv",1.83953
512,"phi0",0.838816
512,"phi1",0.0007349
512,"theta0",0.0318139
512,"theta1",0.0005235
512,"ub",9.14012
512,"uc",8.71097
512,"uv",20.0403
512,"ud",7.9178
513,"ib0",55.08814
513,"ic0",18.28389
513,"id0",0.3363826
513,"iv0",1.177761
513,"pcm",0.763402
513,"pvm",0.304043
513,"ad",7622.31
513,"av",2556.08
513,"b0",0.598184
513,"cd",0.0469838
513,"cu",0.0047159
513,"rm",65.6539
513,"d1",0.1471
513,"du",115.876
513,"rvm",59.4153
513,"fd0",0.0116372
513,"fv0",0.0759763
513,"gamma1",1.9646
513,"gammad",4.69044
513,"gammav",3.01789
513,"kb",2.70112
513,"kc",2.31713
513,"kd",0.240131
513,"kv",1.9813
513,"phi0",0.842642
513,"phi1",0.0002325
513,"theta0",0.0491041
513,"theta1",0.0002044
513,"ub",2.98916
513,"uc",5.48201
513,"uv",9.7327
513,"ud",5.21621
514,"ib0",37.51307
514,"ic0",30.82004
514,"id0",4.098895
514,"iv0",1.077467
514,"pcm",0.833693
514,"pvm",0.140219
514,"ad",7790.95
514,"av",2216.66
514,"b0",0.838618
514,"cd",0.0350048
514,"cu",0.0110234
514,"rm",65.2024
514,"d1",0.163208
514,"du",92.8615
514,"rvm",97.7125
514,"fd0",0.0021306
514,"fv0",0.347136
514,"gamma1",1.46345
514,"gammad",5.37826
514,"gammav",3.91733
514,"kb",2.00988
514,"kc",2.55211
514,"kd",0.589392
514,"kv",2.10171
514,"phi0",0.573454
514,"phi1",0.0003906
514,"theta0",0.147322
514,"theta1",3.14e-05
514,"ub",4.79419
514,"uc",3.43244
514,"uv",15.5856
514,"ud",9.73647
515,"ib0",23.59512
515,"ic0",22.60852
515,"id0",1.126507
515,"iv0",1.698777
515,"pcm",0.949643
515,"pvm",0.269839
515,"ad",8757.1
515,"av",2818.1
515,"b0",0.753183
515,"cd",0.0577501
515,"cu",0.0067706
515,"rm",69.288
515,"d1",0.261143
515,"du",105.851
515,"rvm",81.5469
515,"fd0",0.0019101
515,"fv0",0.122399
515,"gamma1",0.884606
515,"gammad",4.42111
515,"gammav",2.722
515,"kb",2.74191
515,"kc",2.37826
515,"kd",0.413185
515,"kv",2.22337
515,"phi0",0.561316
515,"phi1",2.69e-05
515,"theta0",0.0346193
515,"theta1",0.0001353
515,"ub",11.8537
515,"uc",7.41854
515,"uv",15.7291
515,"ud",6.64007
516,"ib0",30.19689
516,"ic0",15.04999
516,"id0",5.122897
516,"iv0",1.472226
516,"pcm",0.71943
516,"pvm",0.161993
516,"ad",7638.56
516,"av",2413
516,"b0",0.567659
516,"cd",0.0575375
516,"cu",0.0088586
516,"rm",70.3108
516,"d1",0.199778
516,"du",113.564
516,"rvm",76.3812
516,"fd0",0.0145577
516,"fv0",0.298486
516,"gamma1",2.66783
516,"gammad",5.0562
516,"gammav",4.06196
516,"kb",2.04281
516,"kc",2.51951
516,"kd",0.795587
516,"kv",2.32888
516,"phi0",0.656679
516,"phi1",0.0012248
516,"theta0",0.10023
516,"theta1",9.04e-05
516,"ub",8.44771
516,"uc",5.73647
516,"uv",7.36986
516,"ud",20.682
517,"ib0",23.05542
517,"ic0",15.54721
517,"id0",3.274509
517,"iv0",1.694701
517,"pcm",0.865602
517,"pvm",0.17247
517,"ad",8374.74
517,"av",2420.01
517,"b0",0.637849
517,"cd",0.0669514
517,"cu",0.0035441
517,"rm",67.5623
517,"d1",0.124791
517,"du",112.062
517,"rvm",100.987
517,"fd0",0.0183416
517,"fv0",0.154085
517,"gamma1",1.20787
517,"gammad",5.70112
517,"gammav",2.43362
517,"kb",2.64003
517,"kc",2.29255
517,"kd",0.537522
517,"kv",2.11413
517,"phi0",0.770079
517,"phi1",0.0011127
517,"theta0",0.101102
517,"theta1",2.94e-05
517,"ub",13.0289
517,"uc",7.19212
517,"uv",7.15931
517,"ud",18.2703
518,"ib0",35.53595
518,"ic0",18.31948
518,"id0",7.467452
518,"iv0",1.387103
518,"pcm",0.807469
518,"pvm",0.447971
518,"ad",7981.29
518,"av",3425.97
518,"b0",0.586312
518,"cd",0.0761842
518,"cu",0.0063019
518,"rm",64.3036
518,"d1",0.162941
518,"du",113.316
518,"rvm",48.6244
518,"fd0",0.0071709
518,"fv0",0.0446561
518,"gamma1",2.77806
518,"gammad",4.46706
518,"gammav",2.67242
518,"kb",2.40654
518,"kc",2.34331
518,"kd",0.705105
518,"kv",1.83126
518,"phi0",0.926046
518,"phi1",0.0009025
518,"theta0",0.0504958
518,"theta1",0.0002779
518,"ub",10.1764
518,"uc",2.94023
518,"uv",2.68223
518,"ud",9.93426
519,"ib0",52.15063
519,"ic0",20.82089
519,"id0",4.957554
519,"iv0",0.6137577
519,"pcm",0.893372
519,"pvm",0.638941
519,"ad",7620.86
519,"av",3820.1
519,"b0",0.768636
519,"cd",0.0574083
519,"cu",0.0106844
519,"rm",62.1547
519,"d1",0.150075
519,"du",89.6596
519,"rvm",82.5757
519,"fd0",0.0093768
519,"fv0",0.0043904
519,"gamma1",3.73897
519,"gammad",4.81576
519,"gammav",1.82722
519,"kb",1.06909
519,"kc",2.23665
519,"kd",0.548948
519,"kv",1.4862
519,"phi0",0.749085
519,"phi1",0.0005251
519,"theta0",0.0412957
519,"theta1",0.0001723
519,"ub",5.45629
519,"uc",5.72328
519,"uv",10.4872
519,"ud",13.7367
520,"ib0",57.53312
520,"ic0",20.57605
520,"id0",0.6388627
520,"iv0",1.474295
520,"pcm",0.808444
520,"pvm",0.330136
520,"ad",9739.48
520,"av",3068.47
520,"b0",0.717599
520,"cd",0.0594724
520,"cu",0.0069964
520,"rm",65.6174
520,"d1",0.250264
520,"du",125.366
520,"rvm",70.4668
520,"fd0",0.0113151
520,"fv0",0.0363136
520,"gamma1",1.68318
520,"gammad",5.16282
520,"gammav",2.1968
520,"kb",2.12572
520,"kc",2.3937
520,"kd",0.585586
520,"kv",1.80153
520,"phi0",0.822855
520,"phi1",0.002157
520,"theta0",0.0148863
520,"theta1",0.0001091
520,"ub",7.67144
520,"uc",8.45751
520,"uv",6.58389
520,"ud",5.76615
521,"ib0",88.4477
521,"ic0",14.93871
521,"id0",1.881107
521,"iv0",1.251692
521,"pcm",0.597813
521,"pvm",0.20145
521,"ad",7503.15
521,"av",2117.36
521,"b0",0.616324
521,"cd",0.0606789
521,"cu",0.0010802
521,"rm",67.3012
521,"d1",0.167333
521,"du",94.702
521,"rvm",71.7718
521,"fd0",0.0146801
521,"fv0",0.125468
521,"gamma1",0.554435
521,"gammad",5.45521
521,"gammav",2.43694
521,"kb",2.50646
521,"kc",2.50575
521,"kd",0.516542
521,"kv",1.82055
521,"phi0",0.773113
521,"phi1",0.0016481
521,"theta0",0.0462939
521,"theta1",0.0001752
521,"ub",7.75586
521,"uc",5.68392
521,"uv",8.63555
521,"ud",10.078
522,"ib0",41.83816
522,"ic0",17.47867
522,"id0",3.390739
522,"iv0",1.286322
522,"pcm",0.894982
522,"pvm",0.223802
522,"ad",7168.76
522,"av",3168.67
522,"b0",0.650272
522,"cd",0.0493012
522,"cu",0.0032192
522,"rm",61.6046
522,"d1",0.143643
522,"du",113.033
522,"rvm",65.8115
522,"fd0",0.0173105
522,"fv0",0.158799
522,"gamma1",1.63965
522,"gammad",4.68586
522,"gammav",3.36859
522,"kb",1.919
522,"kc",2.34444
522,"kd",0.501196
522,"kv",2.01297
522,"phi0",0.809873
522,"phi1",0.0019497
522,"theta0",0.0649414
522,"theta1",4.43e-05
522,"ub",6.74
522,"uc",7.05594
522,"uv",6.94465
522,"ud",7.62118
